日付,場コード,レース,判定,主役艇,スコア,着順,配当,波乱正誤,主役正誤
20250718,09,7R,混戦,1,0.038,1-2-3,1770,-,◎
20250718,09,8R,波乱,4,-0.296,5-3-4,38390,○,○
20250718,09,9R,堅め,1,0.072,1-2-4,770,○,◎
20250718,09,10R,混戦,1,-0.039,4-1-3,8440,-,○
20250718,09,11R,波乱,4,-0.089,1-2-6,1700,×,×
20250718,09,12R,混戦,1,0.049,3-4-5,5920,-,×
20250718,10,1R,堅め,1,0.161,3-1-4,17940,×,○
20250718,10,2R,堅め,1,0.158,1-3-2,540,○,◎
20250718,10,3R,堅め,1,0.158,1-3-5,770,○,◎
20250718,10,4R,堅め,1,0.305,5-1-6,1030,○,○
20250718,10,5R,堅め,1,0.182,2-1-6,3810,○,○
20250718,10,6R,混戦,1,-0.014,4-1-5,1710,-,○
20250718,10,7R,混戦,1,-0.009,3-1-2,4090,-,○
20250718,10,8R,混戦,1,-0.011,1-3-4,2080,-,◎
20250718,10,9R,波乱,4,-0.035,6-1-3,4740,×,×
20250718,10,10R,堅め,1,0.361,1-3-4,1600,○,◎
20250718,10,11R,堅め,1,0.309,1-5-2,1950,○,◎
20250718,10,12R,混戦,1,0.049,1-4-3,2700,-,◎
20250718,11,1R,堅め,1,0.156,4-1-3,8180,×,○
20250718,11,2R,堅め,1,0.179,1-5-3,2280,○,◎
20250718,11,3R,波乱,4,-0.16,5-2-1,3130,×,×
20250718,11,4R,混戦,1,0.066,2-5-3,990,-,×
20250718,11,5R,堅め,1,0.189,2-4-3,20020,×,×
20250718,11,6R,波乱,4,-0.175,1-3-5,10410,○,×
20250718,11,7R,堅め,1,0.247,2-3-6,40970,×,×
20250718,11,8R,混戦,1,0.093,1-4-2,1970,-,◎
20250718,11,9R,混戦,1,0.037,4-3-5,6680,-,×
20250718,11,10R,混戦,1,0.021,1-2-3,2590,-,◎
20250718,11,11R,堅め,1,0.193,1-4-3,1150,○,◎
20250718,11,12R,混戦,1,0.037,1-6-2,5680,-,◎
20250718,13,1R,混戦,1,-0.029,3-1-2,640,-,○
20250718,13,2R,混戦,1,0.023,3-1-5,1620,-,○
20250718,13,3R,波乱,4,-0.341,4-2-5,3300,×,◎
20250718,13,4R,堅め,1,0.234,5-4-2,33620,×,×
20250718,13,5R,波乱,4,-0.136,1-4-3,1360,×,○
20250718,13,6R,波乱,4,-0.115,1-3-5,1290,×,×
20250718,13,7R,混戦,1,-0.022,2-5-6,860,-,×
20250718,13,8R,波乱,4,-0.036,1-6-5,4350,×,×
20250718,13,9R,堅め,1,0.051,1-5-4,1840,○,◎
20250718,13,10R,波乱,4,-0.094,1-2-4,960,×,○
20250718,13,11R,堅め,1,0.204,5-2-1,12570,×,○
20250718,13,12R,堅め,1,0.26,1-6-2,2320,○,◎
20250718,15,1R,波乱,4,-0.121,5-1-2,16090,○,×
20250718,15,2R,堅め,1,0.087,1-2-4,2420,○,◎
20250718,15,3R,堅め,1,0.251,5-6-3,13740,×,×
20250718,15,4R,混戦,1,0.045,5-4-6,9950,-,×
20250718,15,5R,波乱,4,-0.086,2-1-6,7150,○,×
20250718,15,6R,波乱,4,-0.178,2-4-1,2870,×,○
20250718,15,7R,堅め,1,0.098,1-3-2,1270,○,◎
20250718,15,8R,堅め,1,0.056,1-2-3,520,○,◎
20250718,15,9R,堅め,1,0.055,1-3-2,870,○,◎
20250718,15,10R,波乱,4,-0.178,1-3-4,770,×,○
20250718,15,11R,堅め,1,0.22,1-3-2,710,○,◎
20250718,15,12R,波乱,4,-0.047,2-5-1,26950,○,×
20250718,16,1R,堅め,1,0.187,1-2-3,570,○,◎
20250718,16,2R,混戦,1,0.096,1-2-3,610,-,◎
20250718,16,3R,波乱,4,-0.127,1-4-2,1890,×,○
20250718,16,4R,波乱,4,-0.285,4-5-2,3650,×,◎
20250718,16,5R,波乱,4,-0.285,2-4-6,3700,×,○
20250718,16,6R,堅め,1,0.196,2-1-3,1320,○,○
20250718,16,7R,波乱,4,-0.265,3-4-6,26750,○,○
20250718,16,8R,混戦,1,0.106,4-5-3,72220,-,×
20250718,16,9R,混戦,1,0.008,1-4-2,760,-,◎
20250718,16,10R,堅め,1,0.127,1-3-2,710,○,◎
20250718,16,11R,混戦,1,-0.036,1-4-3,970,-,◎
20250718,16,12R,混戦,1,0.038,1-4-3,1610,-,◎
20250718,17,1R,堅め,1,0.119,4-6-1,6050,×,○
20250718,17,2R,混戦,1,0.013,2-5-1,3050,-,○
20250718,17,3R,混戦,1,-0.002,3-1-6,3990,-,○
20250718,17,4R,堅め,1,0.169,1-5-3,1290,○,◎
20250718,17,5R,堅め,1,0.116,3-4-1,6140,×,○
20250718,17,6R,波乱,4,-0.282,3-2-5,20950,○,×
20250718,17,7R,波乱,4,-0.135,2-1-5,1700,×,×
20250718,17,8R,波乱,4,-0.13,2-5-6,8030,○,×
20250718,17,9R,混戦,1,0.025,1-3-6,900,-,◎
20250718,17,10R,波乱,4,-0.175,4-2-3,4350,×,◎
20250718,17,11R,堅め,1,0.194,1-5-6,3480,○,◎
20250718,17,12R,堅め,1,0.217,3-4-5,6810,×,×
20250718,19,1R,混戦,1,-0.025,2-3-6,8880,-,×
20250718,19,2R,堅め,1,0.172,1-2-3,610,○,◎
20250718,19,3R,波乱,4,-0.077,1-2-3,3650,×,×
20250718,19,4R,波乱,4,-0.061,3-5-1,14600,○,×
20250718,19,5R,波乱,4,-0.152,1-2-3,2410,×,×
20250718,19,6R,堅め,1,0.137,1-6-4,4090,○,◎
20250718,19,7R,波乱,4,-0.148,4-2-1,4100,×,◎
20250718,19,8R,堅め,1,0.176,1-4-6,11680,×,◎
20250718,19,9R,堅め,1,0.213,3-1-6,5030,×,○
20250718,19,10R,混戦,1,0.021,2-6-3,28810,-,×
20250718,19,11R,堅め,1,0.33,1-6-5,4110,○,◎
20250718,19,12R,堅め,1,0.3,1-2-6,1220,○,◎
20250718,21,1R,堅め,1,0.11,1-2-5,460,○,◎
20250718,21,2R,波乱,4,-0.16,1-3-4,1020,×,○
20250718,21,3R,堅め,1,0.045,3-1-5,1560,○,○
20250718,21,4R,堅め,1,0.175,4-1-2,2360,○,○
20250718,21,5R,堅め,1,0.247,1-3-6,960,○,◎
20250718,21,6R,波乱,4,-0.158,1-5-3,1500,×,×
20250718,21,7R,堅め,1,0.122,1-5-4,6030,×,◎
20250718,21,8R,混戦,1,0.009,2-1-4,1010,-,○
20250718,21,9R,堅め,1,0.436,1-3-2,800,○,◎
20250718,21,10R,堅め,1,0.233,5-4-3,11710,×,×
20250718,21,11R,堅め,1,0.24,4-6-3,82960,×,×
20250718,21,12R,混戦,1,-0.031,1-4-3,1730,-,◎
20250718,22,1R,堅め,1,0.303,1-5-6,6280,×,◎
20250718,22,2R,波乱,4,-0.196,4-2-5,1580,×,◎
20250718,22,3R,堅め,1,0.112,1-2-4,870,○,◎
20250718,22,4R,混戦,1,0.048,3-2-1,3300,-,○
20250718,22,5R,堅め,1,0.181,1-3-5,1040,○,◎
20250718,22,6R,堅め,1,0.287,1-2-4,1000,○,◎
20250718,22,7R,堅め,1,0.268,6-1-3,5220,×,○
20250718,22,8R,波乱,4,-0.12,1-4-3,5540,○,○
20250718,22,9R,堅め,1,0.11,1-4-3,2900,○,◎
20250718,22,10R,混戦,1,-0.031,1-5-2,8110,-,◎
20250718,22,11R,混戦,1,-0.041,4-1-5,13400,-,○
20250718,22,12R,混戦,1,-0.04,2-1-3,1920,-,○
20250718,23,1R,堅め,1,0.169,3-4-1,18910,×,○
20250718,23,2R,堅め,1,0.151,1-2-4,1070,○,◎
20250718,23,3R,堅め,1,0.139,1-3-6,10020,×,◎
20250718,23,4R,波乱,4,-0.252,2-4-5,1690,×,○
20250718,23,5R,混戦,1,-0.022,1-2-6,7020,-,◎
20250718,23,6R,波乱,4,-0.04,1-2-6,1780,×,×
20250718,23,7R,堅め,1,0.195,1-2-5,1030,○,◎
20250718,23,8R,堅め,1,0.156,5-6-2,4160,○,×
20250718,23,9R,混戦,1,0.062,1-5-4,1870,-,◎
20250718,23,10R,波乱,4,-0.161,3-4-6,5580,○,○
20250718,23,11R,波乱,4,-0.129,3-4-5,3620,×,○
20250718,23,12R,混戦,1,0.051,1-2-3,530,-,◎
20250718,24,1R,波乱,4,-0.128,5-4-6,13730,○,○
20250718,24,2R,波乱,4,-0.169,4-2-1,12360,○,◎
20250718,24,3R,波乱,4,-0.163,4-5-2,6870,○,◎
20250718,24,4R,混戦,1,0.067,1-3-6,1800,-,◎
20250718,24,5R,混戦,1,0.061,5-1-2,5180,-,○
20250718,24,6R,波乱,4,-0.129,3-2-6,5370,○,×
20250718,24,7R,波乱,4,-0.058,2-6-1,6230,○,×
20250718,24,8R,混戦,1,0.059,1-5-4,5700,-,◎
20250718,24,9R,堅め,1,0.201,1-2-5,3400,○,◎
20250718,24,10R,堅め,1,0.155,1-5-4,9070,×,◎
20250718,24,11R,堅め,1,0.09,4-1-5,5320,×,○
20250718,24,12R,混戦,1,0.009,1-4-6,3460,-,◎
20250719,01,1R,波乱,4,-0.223,4-3-5,3320,×,◎
20250719,01,2R,堅め,1,0.041,4-1-5,2490,○,○
20250719,01,3R,波乱,4,-0.219,3-4-6,11650,○,○
20250719,01,4R,波乱,4,-0.169,3-6-4,4350,×,○
20250719,01,5R,堅め,1,0.138,1-2-6,2310,○,◎
20250719,01,6R,堅め,1,0.111,4-5-2,4180,○,×
20250719,01,7R,堅め,1,0.213,1-3-5,970,○,◎
20250719,01,8R,堅め,1,0.141,1-2-5,780,○,◎
20250719,01,9R,波乱,4,-0.297,2-4-5,32120,○,○
20250719,01,10R,混戦,1,-0.008,4-6-1,51350,-,○
20250719,01,11R,堅め,1,0.266,1-2-5,1150,○,◎
20250719,02,1R,堅め,1,0.159,4-5-2,4880,○,×
20250719,02,2R,混戦,1,0.073,4-1-5,16310,-,○
20250719,02,3R,堅め,1,0.223,3-1-6,3700,○,○
20250719,02,4R,波乱,4,-0.109,5-3-1,28420,○,×
20250719,02,5R,波乱,4,-0.142,1-2-4,2910,×,○
20250719,02,6R,波乱,4,-0.058,6-3-2,9110,○,×
20250719,02,7R,堅め,1,0.117,1-3-5,2300,○,◎
20250719,02,8R,混戦,1,-0.014,1-2-3,810,-,◎
20250719,02,9R,混戦,1,-0.003,1-3-2,1260,-,◎
20250719,02,10R,混戦,1,0.057,1-5-6,2040,-,◎
20250719,02,11R,堅め,1,0.302,1-3-2,980,○,◎
20250719,02,12R,混戦,1,0.052,4-1-3,12550,-,○
20250719,05,1R,波乱,4,-0.058,3-6-4,15340,○,○
20250719,05,2R,波乱,4,-0.111,3-4-1,1480,×,○
20250719,05,3R,混戦,1,0.005,2-4-1,23000,-,○
20250719,05,4R,波乱,4,-0.347,1-4-2,970,×,○
20250719,05,5R,堅め,1,0.151,1-4-3,6050,×,◎
20250719,05,6R,堅め,1,0.143,5-1-3,5690,×,○
20250719,05,7R,波乱,4,-0.156,4-5-3,8650,○,◎
20250719,05,8R,波乱,4,-0.178,5-1-4,4420,×,○
20250719,05,9R,堅め,1,0.344,4-1-6,4170,○,○
20250719,05,10R,混戦,1,0.001,1-2-4,560,-,◎
20250719,05,11R,堅め,1,0.09,3-2-5,23280,×,×
20250719,05,12R,堅め,1,0.124,3-1-2,8650,×,○
20250719,06,1R,混戦,1,0.076,1-2-5,2810,-,◎
20250719,06,2R,波乱,4,-0.141,4-3-5,10760,○,◎
20250719,06,3R,混戦,1,0.011,3-1-2,2500,-,○
20250719,06,4R,堅め,1,0.361,1-6-4,2170,○,◎
20250719,06,5R,波乱,4,-0.134,3-1-6,3810,×,×
20250719,06,6R,波乱,4,-0.12,3-2-4,1070,×,○
20250719,06,7R,波乱,4,-0.249,2-1-5,1080,×,×
20250719,06,8R,波乱,4,-0.213,5-4-3,14360,○,○
20250719,06,9R,堅め,1,0.135,1-4-3,8460,×,◎
20250719,06,10R,堅め,1,0.338,1-3-5,590,○,◎
20250719,06,11R,堅め,1,0.311,1-5-2,2940,○,◎
20250719,06,12R,堅め,1,0.138,1-4-6,1170,○,◎
20250719,07,1R,堅め,1,0.145,3-2-1,8740,×,○
20250719,07,2R,混戦,1,-0.026,2-3-5,1460,-,×
20250719,07,3R,堅め,1,0.16,2-6-5,860,○,×
20250719,07,4R,堅め,1,0.228,1-3-5,2850,○,◎
20250719,07,5R,混戦,1,0.009,1-6-3,930,-,◎
20250719,07,6R,堅め,1,0.176,6-1-2,1080,○,○
20250719,07,7R,波乱,4,-0.264,1-4-5,1320,×,○
20250719,07,8R,堅め,1,0.424,4-1-5,3890,○,○
20250719,07,9R,堅め,1,0.121,1-2-6,9100,×,◎
20250719,07,10R,堅め,1,0.29,1-2-4,370,○,◎
20250719,07,11R,堅め,1,0.291,5-3-2,123050,×,×
20250719,07,12R,波乱,4,-0.071,1-5-2,3400,×,×
20250719,08,1R,堅め,1,0.266,1-3-4,800,○,◎
20250719,08,2R,波乱,4,-0.04,3-5-4,10120,○,○
20250719,08,3R,混戦,1,0.011,1-4-6,8060,-,◎
20250719,08,4R,混戦,1,-0.027,1-2-4,3190,-,◎
20250719,08,5R,堅め,1,0.099,2-1-4,15950,×,○
20250719,08,6R,堅め,1,0.207,1-3-6,4810,○,◎
20250719,08,7R,混戦,1,0.005,4-5-3,6640,-,×
20250719,08,8R,波乱,4,-0.08,1-2-6,1380,×,×
20250719,08,9R,堅め,1,0.069,1-2-3,1100,○,◎
20250719,08,10R,堅め,1,0.279,1-4-3,3960,○,◎
20250719,08,11R,堅め,1,0.091,1-3-4,1170,○,◎
20250719,08,12R,堅め,1,0.278,1-2-6,1460,○,◎
20250719,09,1R,堅め,1,0.182,1-5-3,4970,○,◎
20250719,09,2R,堅め,1,0.086,1-2-3,650,○,◎
20250719,09,3R,堅め,1,0.172,2-3-1,3910,○,○
20250719,09,4R,混戦,1,0.036,3-6-2,3300,-,×
20250719,09,5R,堅め,1,0.304,1-2-3,430,○,◎
20250719,09,6R,混戦,1,0.013,5-6-2,24830,-,×
20250719,09,7R,混戦,1,0.048,1-3-2,1100,-,◎
20250719,09,8R,混戦,1,0.008,1-5-2,2430,-,◎
20250719,09,9R,波乱,4,-0.315,4-6-3,4150,×,◎
20250719,09,10R,混戦,1,-0.024,2-5-3,15500,-,×
20250719,09,11R,堅め,1,0.097,1-2-4,1490,○,◎
20250719,09,12R,堅め,1,0.208,1-5-2,1000,○,◎
20250719,11,1R,堅め,1,0.148,1-4-6,6260,×,◎
20250719,11,2R,波乱,4,-0.195,2-4-1,1170,×,○
20250719,11,3R,波乱,4,-0.053,2-1-4,940,×,○
20250719,11,4R,混戦,1,0.057,3-2-4,8910,-,×
20250719,11,5R,堅め,1,0.133,4-1-3,13980,×,○
20250719,11,6R,波乱,4,-0.173,3-5-2,7840,○,×
20250719,11,7R,波乱,4,-0.33,4-2-3,970,×,◎
20250719,11,8R,混戦,1,-0.017,3-1-5,1130,-,○
20250719,11,9R,堅め,1,0.163,1-3-6,610,○,◎
20250719,11,10R,堅め,1,0.251,3-1-2,1900,○,○
20250719,11,11R,混戦,1,0.027,1-4-2,1050,-,◎
20250719,11,12R,混戦,1,-0.02,1-4-5,1020,-,◎
20250719,13,1R,波乱,4,-0.062,4-3-5,4580,×,◎
20250719,13,2R,波乱,4,-0.256,1-4-2,4840,×,○
20250719,13,3R,堅め,1,0.072,1-6-2,3780,○,◎
20250719,13,4R,堅め,1,0.274,2-1-5,3880,○,○
20250719,13,5R,波乱,4,-0.087,1-5-4,2220,×,○
20250719,13,6R,混戦,1,-0.003,2-4-1,17590,-,○
20250719,13,7R,波乱,4,-0.253,4-3-2,5750,○,◎
20250719,13,8R,混戦,1,0.049,1-2-6,3590,-,◎
20250719,13,9R,堅め,1,0.507,1-2-6,460,○,◎
20250719,13,10R,堅め,1,0.393,1-5-3,1930,○,◎
20250719,13,11R,堅め,1,0.066,1-2-6,6620,×,◎
20250719,13,12R,堅め,1,0.085,1-3-4,1550,○,◎
20250719,14,1R,堅め,1,0.161,6-2-1,11550,×,○
20250719,14,2R,混戦,1,-0.014,4-2-1,3780,-,○
20250719,14,3R,堅め,1,0.224,1-6-4,12630,×,◎
20250719,14,4R,堅め,1,0.231,1-2-4,1420,○,◎
20250719,14,5R,波乱,4,-0.054,1-2-3,1700,×,×
20250719,14,6R,堅め,1,0.069,5-6-4,14960,×,×
20250719,14,7R,堅め,1,0.057,3-1-2,540,○,○
20250719,14,8R,波乱,4,-0.097,4-3-5,2990,×,◎
20250719,14,9R,波乱,4,-0.229,1-4-2,4370,×,○
20250719,14,10R,混戦,1,-0.009,1-5-4,1930,-,◎
20250719,14,11R,堅め,1,0.058,4-5-6,3230,○,×
20250719,14,12R,混戦,1,0.028,1-4-6,1290,-,◎
20250719,15,1R,混戦,1,0.014,1-3-5,950,-,◎
20250719,15,2R,波乱,4,-0.315,4-1-6,3280,×,◎
20250719,15,3R,堅め,1,0.08,5-4-6,4840,○,×
20250719,15,4R,混戦,1,-0.019,4-6-5,3300,-,×
20250719,15,5R,混戦,1,0.002,4-1-2,23210,-,○
20250719,15,6R,波乱,4,-0.167,1-3-5,2390,×,×
20250719,15,7R,混戦,1,0.032,2-1-6,1190,-,○
20250719,15,8R,混戦,1,0.043,1-3-4,2180,-,◎
20250719,15,9R,堅め,1,0.072,3-1-4,11210,×,○
20250719,15,10R,混戦,1,-0.025,2-3-4,4780,-,×
20250719,15,11R,堅め,1,0.223,1-4-2,4150,○,◎
20250719,15,12R,堅め,1,0.196,1-2-3,820,○,◎
20250719,16,1R,混戦,1,0.097,1-2-4,1270,-,◎
20250719,16,2R,波乱,4,-0.091,1-4-5,2140,×,○
20250719,16,3R,混戦,1,-0.05,3-4-1,4140,-,○
20250719,16,4R,波乱,4,-0.231,4-5-1,5680,○,◎
20250719,16,5R,混戦,1,-0.01,1-4-2,650,-,◎
20250719,16,6R,堅め,1,0.222,1-2-3,430,○,◎
20250719,16,7R,混戦,1,0.041,6-3-4,6650,-,×
20250719,16,8R,混戦,1,0.029,1-4-2,12200,-,◎
20250719,16,9R,混戦,1,-0.022,4-2-6,12820,-,×
20250719,16,10R,波乱,4,-0.126,1-2-3,1210,×,×
20250719,16,11R,堅め,1,0.241,3-1-4,10530,×,○
20250719,16,12R,混戦,1,0.015,1-5-6,6690,-,◎
20250719,17,1R,波乱,4,-0.134,1-3-4,760,×,○
20250719,17,2R,波乱,4,-0.056,2-5-3,1960,×,×
20250719,17,3R,堅め,1,0.143,3-1-5,7690,×,○
20250719,17,4R,堅め,1,0.241,1-3-4,590,○,◎
20250719,17,5R,波乱,4,-0.065,5-4-1,20550,○,○
20250719,17,6R,波乱,4,-0.257,2-1-4,1690,×,○
20250719,17,7R,混戦,1,0.072,2-3-5,890,-,×
20250719,17,8R,堅め,1,0.295,1-5-3,860,○,◎
20250719,17,9R,波乱,4,-0.04,1-2-5,910,×,×
20250719,17,10R,波乱,4,-0.29,1-4-2,690,×,○
20250719,17,11R,堅め,1,0.262,5-4-6,84700,×,×
20250719,17,12R,堅め,1,0.363,1-2-5,1380,○,◎
20250719,19,1R,堅め,1,0.088,1-2-4,1330,○,◎
20250719,19,2R,堅め,1,0.046,2-5-1,13290,×,○
20250719,19,3R,堅め,1,0.075,1-4-3,820,○,◎
20250719,19,4R,堅め,1,0.321,2-6-1,5130,×,○
20250719,19,5R,堅め,1,0.314,1-2-5,1230,○,◎
20250719,19,6R,堅め,1,0.2,2-6-3,18130,×,×
20250719,19,7R,堅め,1,0.223,1-2-3,750,○,◎
20250719,19,8R,混戦,1,0.013,4-1-2,2650,-,○
20250719,19,9R,堅め,1,0.094,1-2-6,1570,○,◎
20250719,19,10R,堅め,1,0.097,4-5-3,59320,×,×
20250719,19,11R,堅め,1,0.297,6-3-1,308730,×,○
20250719,19,12R,堅め,1,0.236,2-1-4,5550,×,○
20250719,21,1R,堅め,1,0.156,1-3-4,810,○,◎
20250719,21,2R,波乱,4,-0.109,3-4-5,6780,○,○
20250719,21,3R,堅め,1,0.04,4-1-2,13550,×,○
20250719,21,4R,波乱,4,-0.089,1-4-2,930,×,○
20250719,21,5R,堅め,1,0.318,3-1-5,25620,×,○
20250719,21,6R,波乱,4,-0.211,4-6-5,8090,○,◎
20250719,21,7R,混戦,1,-0.033,1-2-4,2160,-,◎
20250719,21,8R,混戦,1,0.028,6-1-2,2020,-,○
20250719,21,9R,堅め,1,0.195,5-1-6,12130,×,○
20250719,21,10R,堅め,1,0.297,1-3-6,4880,○,◎
20250719,21,11R,堅め,1,0.142,4-5-6,7000,×,×
20250719,21,12R,堅め,1,0.062,6-1-3,64080,×,○
20250719,23,1R,堅め,1,0.257,1-4-3,550,○,◎
20250719,23,2R,堅め,1,0.277,1-4-3,3470,○,◎
20250719,23,3R,混戦,1,-0.022,1-4-6,1020,-,◎
20250719,23,4R,波乱,4,-0.183,2-4-1,1990,×,○
20250719,23,5R,堅め,1,0.221,4-5-6,9280,×,×
20250719,23,6R,混戦,1,0.044,1-6-2,1980,-,◎
20250719,23,7R,混戦,1,0.056,1-3-2,640,-,◎
20250719,23,8R,波乱,4,-0.173,1-2-6,5350,○,×
20250719,23,9R,混戦,1,0.066,1-3-5,760,-,◎
20250719,23,10R,混戦,1,0.022,1-2-4,690,-,◎
20250719,23,11R,混戦,1,0.001,1-3-2,1390,-,◎
20250719,23,12R,堅め,1,0.311,1-3-2,480,○,◎
20250719,24,1R,混戦,1,-0.001,2-1-4,1870,-,○
20250719,24,2R,堅め,1,0.195,2-1-4,3500,○,○
20250719,24,3R,混戦,1,0.044,1-3-4,2240,-,◎
20250719,24,4R,混戦,1,-0.019,2-4-6,23790,-,×
20250719,24,5R,波乱,4,-0.067,3-5-4,12610,○,○
20250719,24,6R,混戦,1,-0.026,1-2-5,1690,-,◎
20250719,24,7R,混戦,1,-0.015,1-3-5,1440,-,◎
20250719,24,8R,混戦,1,0.059,2-4-1,26180,-,○
20250719,24,9R,波乱,4,-0.088,1-2-3,810,×,×
20250719,24,10R,堅め,1,0.106,1-4-3,1390,○,◎
20250719,24,11R,混戦,1,0.01,1-4-6,4950,-,◎
20250719,24,12R,混戦,1,0.047,3-2-6,22950,-,×
20250720,01,1R,混戦,1,0.008,5-4-1,4800,-,○
20250720,01,2R,波乱,4,-0.043,1-4-2,2190,×,○
20250720,01,3R,混戦,1,0.001,1-6-5,7610,-,◎
20250720,01,4R,波乱,4,-0.121,4-1-3,17210,○,◎
20250720,01,5R,波乱,4,-0.253,1-4-2,860,×,○
20250720,01,6R,堅め,1,0.273,5-6-4,22280,×,×
20250720,01,7R,堅め,1,0.252,1-6-5,23000,×,◎
20250720,01,8R,波乱,4,-0.126,6-2-3,176100,○,×
20250720,01,9R,堅め,1,0.056,3-4-5,3650,○,×
20250720,01,10R,堅め,1,0.151,5-4-1,11140,×,○
20250720,01,11R,堅め,1,0.032,3-4-6,15720,×,×
20250720,01,12R,混戦,1,-0.01,1-5-4,3110,-,◎
20250720,02,1R,堅め,1,0.188,2-6-5,6850,×,×
20250720,02,2R,混戦,1,-0.019,1-4-2,3630,-,◎
20250720,02,3R,波乱,4,-0.122,4-1-2,3120,×,◎
20250720,02,4R,混戦,1,-0.013,1-3-4,5310,-,◎
20250720,02,5R,波乱,4,-0.185,1-4-5,1300,×,○
20250720,02,6R,堅め,1,0.082,6-3-1,6560,×,○
20250720,02,7R,堅め,1,0.332,1-3-2,660,○,◎
20250720,02,8R,堅め,1,0.091,3-2-4,2610,○,×
20250720,02,9R,堅め,1,0.184,2-6-3,1670,○,×
20250720,02,10R,堅め,1,0.188,3-1-4,1730,○,○
20250720,02,11R,堅め,1,0.097,5-3-4,45890,×,×
20250720,02,12R,堅め,1,0.176,1-6-4,2000,○,◎
20250720,03,1R,堅め,1,0.065,1-2-6,960,○,◎
20250720,03,2R,波乱,4,-0.096,5-4-2,31870,○,○
20250720,03,3R,波乱,4,-0.078,2-1-3,1190,×,×
20250720,03,4R,波乱,4,-0.16,2-4-5,5020,○,○
20250720,03,5R,波乱,4,-0.031,2-3-6,3670,×,×
20250720,03,6R,波乱,4,-0.044,5-6-1,10310,○,×
20250720,03,7R,波乱,4,-0.222,4-2-5,2260,×,◎
20250720,03,8R,堅め,1,0.123,1-4-3,2920,○,◎
20250720,03,9R,堅め,1,0.17,2-6-5,75430,×,×
20250720,03,10R,堅め,1,0.106,2-1-3,5760,×,○
20250720,05,1R,堅め,1,0.17,1-3-2,2090,○,◎
20250720,05,2R,堅め,1,0.044,1-2-4,440,○,◎
20250720,05,3R,波乱,4,-0.306,3-4-5,2850,×,○
20250720,05,4R,混戦,1,0.003,1-2-5,3640,-,◎
20250720,05,5R,混戦,1,0.002,1-3-2,1440,-,◎
20250720,05,6R,堅め,1,0.086,3-5-2,4550,○,×
20250720,05,7R,堅め,1,0.146,1-2-4,2710,○,◎
20250720,05,8R,堅め,1,0.082,1-3-2,1920,○,◎
20250720,05,9R,混戦,1,-0.048,3-1-2,1830,-,○
20250720,05,10R,堅め,1,0.171,1-5-3,2110,○,◎
20250720,05,11R,波乱,4,-0.212,1-6-2,4950,×,×
20250720,05,12R,堅め,1,0.047,5-1-4,13950,×,○
