日付,場コード,レース,判定,主役艇,スコア,着順,配当,波乱正誤,主役正誤
20250730,09,3R,波乱,4,-0.191,2-3-6,1470,×,×
20250730,09,4R,波乱,4,-0.063,5-3-6,12680,○,×
20250730,09,5R,堅め,1,0.195,1-6-2,3590,○,◎
20250730,09,6R,波乱,4,-0.19,2-1-6,3160,×,×
20250730,09,7R,波乱,4,-0.14,1-3-6,2510,×,×
20250730,09,8R,堅め,1,0.178,2-5-6,1480,○,×
20250730,09,9R,堅め,1,0.154,1-2-5,1170,○,◎
20250730,09,10R,波乱,4,-0.133,1-4-2,1570,×,○
20250730,09,11R,波乱,4,-0.081,2-5-1,2980,×,×
20250730,09,12R,堅め,1,0.137,1-2-5,1690,○,◎
20250730,11,1R,堅め,1,0.177,1-2-4,830,○,◎
20250730,11,2R,波乱,4,-0.186,5-1-6,6050,○,×
20250730,11,3R,波乱,4,-0.117,1-3-4,1530,×,○
20250730,11,4R,堅め,1,0.125,1-3-2,1050,○,◎
20250730,11,5R,堅め,1,0.188,1-4-3,480,○,◎
20250730,11,6R,混戦,1,0.078,1-3-2,910,-,◎
20250730,11,7R,波乱,4,-0.163,1-2-4,3070,×,○
20250730,11,8R,波乱,4,-0.044,5-4-2,3500,×,○
20250730,11,9R,波乱,4,-0.047,3-4-1,17390,○,○
20250730,11,10R,混戦,1,0.014,3-1-2,2350,-,○
20250730,11,11R,混戦,1,0.096,2-3-5,7520,-,×
20250730,11,12R,波乱,4,-0.128,1-4-2,1040,×,○
20250730,12,1R,波乱,4,-0.09,4-1-5,18870,○,◎
20250730,12,2R,波乱,4,-0.119,3-2-6,88300,○,×
20250730,12,3R,混戦,1,0.155,3-2-4,20320,-,×
20250730,12,4R,波乱,4,-0.127,1-4-6,670,×,○
20250730,12,5R,堅め,1,0.196,2-6-5,50850,×,×
20250730,12,6R,混戦,1,0.136,3-4-1,38200,-,○
20250730,12,7R,堅め,1,0.224,1-2-3,1570,○,◎
20250730,12,8R,波乱,4,-0.033,1-2-4,1370,×,○
20250730,12,9R,堅め,1,0.21,1-4-5,2400,○,◎
20250730,12,10R,波乱,4,-0.032,1-5-4,2820,×,○
20250730,12,11R,混戦,1,-0.003,1-2-3,1570,-,◎
20250730,12,12R,堅め,1,0.184,3-5-4,36340,×,×
20250730,14,1R,堅め,1,0.2,1-4-3,1230,○,◎
20250730,14,2R,混戦,1,0.038,1-3-2,1990,-,◎
20250730,14,3R,堅め,1,0.21,1-3-4,2460,○,◎
20250730,14,4R,堅め,1,0.081,5-1-6,5030,×,○
20250730,14,5R,混戦,1,0.027,5-6-3,16570,-,×
20250730,14,6R,波乱,4,-0.039,6-3-1,1810,×,×
20250730,15,1R,堅め,1,0.16,3-2-5,19990,×,×
20250730,15,2R,混戦,1,0.004,4-2-6,29830,-,×
20250730,15,3R,堅め,1,0.063,1-2-6,1180,○,◎
20250730,15,4R,堅め,1,0.306,1-6-5,4700,○,◎
20250730,15,5R,堅め,1,0.44,3-1-6,7220,×,○
20250730,15,6R,堅め,1,0.167,1-2-3,460,○,◎
20250730,15,7R,堅め,1,0.344,2-1-6,1020,○,○
20250730,15,8R,堅め,1,0.198,2-1-4,1550,○,○
20250730,15,9R,堅め,1,0.095,3-1-6,2500,○,○
20250730,15,10R,波乱,4,-0.199,1-3-2,1180,×,×
20250730,15,11R,混戦,1,0.011,1-3-4,550,-,◎
20250730,15,12R,堅め,1,0.204,1-3-2,640,○,◎
20250730,17,1R,混戦,1,0.079,1-3-4,1310,-,◎
20250730,17,2R,堅め,1,0.132,1-2-3,830,○,◎
20250730,17,3R,堅め,1,0.204,1-2-3,630,○,◎
20250730,17,4R,堅め,1,0.085,1-3-6,580,○,◎
20250730,17,5R,堅め,1,0.343,1-3-2,1170,○,◎
20250730,17,6R,堅め,1,0.142,1-3-6,780,○,◎
20250730,17,7R,堅め,1,0.207,1-3-5,720,○,◎
20250730,17,8R,堅め,1,0.132,1-3-2,340,○,◎
20250730,17,9R,堅め,1,0.198,1-2-3,870,○,◎
20250730,17,10R,波乱,4,-0.113,1-5-4,2540,×,○
20250730,17,11R,堅め,1,0.219,1-3-2,800,○,◎
20250730,17,12R,堅め,1,0.286,1-4-2,2840,○,◎
20250730,19,1R,混戦,1,-0.044,1-3-2,550,-,◎
20250730,19,2R,混戦,1,0.017,2-1-6,19400,-,○
20250730,19,3R,混戦,1,-0.014,1-3-6,3000,-,◎
20250730,19,4R,堅め,1,0.169,1-4-6,2660,○,◎
20250730,19,5R,堅め,1,0.259,3-2-6,690,○,×
20250730,19,6R,堅め,1,0.3,3-1-6,1390,○,○
20250730,19,7R,堅め,1,0.377,6-1-5,2690,○,○
20250730,19,8R,堅め,1,0.061,3-2-1,13390,×,○
20250730,19,9R,波乱,4,-0.135,1-2-3,620,×,×
20250730,19,10R,堅め,1,0.3,1-3-5,2680,○,◎
20250730,19,11R,混戦,1,0.005,3-2-1,8330,-,○
20250730,19,12R,堅め,1,0.191,1-3-5,1290,○,◎
20250730,21,1R,堅め,1,0.167,1-5-2,4720,○,◎
20250730,21,2R,波乱,4,-0.238,4-1-2,780,×,◎
20250730,21,3R,堅め,1,0.069,3-4-5,3020,○,×
20250730,21,4R,混戦,1,0.01,1-4-2,530,-,◎
20250730,21,5R,堅め,1,0.336,1-5-2,1880,○,◎
20250730,21,6R,堅め,1,0.048,5-3-1,24450,×,○
20250730,21,7R,堅め,1,0.181,5-4-1,5330,×,○
20250730,21,8R,波乱,4,-0.131,2-4-3,5640,○,○
20250730,21,9R,混戦,1,0.022,1-6-2,1290,-,◎
20250730,21,10R,波乱,4,-0.119,1-3-5,7630,○,×
20250730,21,11R,堅め,1,0.085,6-1-5,4920,○,○
20250730,21,12R,堅め,1,0.097,1-5-6,1950,○,◎
20250730,23,1R,混戦,1,0.072,2-1-5,16240,-,○
20250730,23,2R,堅め,1,0.122,1-4-2,700,○,◎
20250730,23,3R,堅め,1,0.121,1-4-3,7320,×,◎
20250730,23,4R,堅め,1,0.15,3-2-5,7640,×,×
20250730,23,5R,波乱,4,-0.237,4-6-5,15650,○,◎
20250730,23,6R,混戦,1,0.005,1-3-2,1550,-,◎
20250730,23,7R,混戦,1,0.014,2-6-1,6520,-,○
20250730,23,8R,混戦,1,0.047,2-1-4,2480,-,○
20250730,23,9R,波乱,4,-0.107,2-1-6,1560,×,×
20250730,23,10R,混戦,1,-0.013,2-1-5,1980,-,○
20250730,23,11R,混戦,1,-0.004,4-3-1,11140,-,○
20250730,23,12R,堅め,1,0.112,1-2-4,1210,○,◎
20250730,24,1R,波乱,4,-0.105,3-6-2,91110,○,×
20250730,24,2R,堅め,1,0.107,5-1-3,4370,○,○
20250730,24,3R,波乱,4,-0.145,1-6-2,10590,○,×
20250730,24,4R,堅め,1,0.148,2-1-6,2210,○,○
20250730,24,5R,堅め,1,0.166,1-4-6,750,○,◎
20250730,24,6R,波乱,4,-0.052,1-3-4,530,×,○
20250730,24,7R,波乱,4,-0.272,1-3-6,6810,○,×
20250730,24,8R,波乱,4,-0.09,1-3-2,1660,×,×
20250730,24,9R,波乱,4,-0.173,1-4-2,790,×,○
20250730,24,10R,混戦,1,-0.012,1-2-6,1110,-,◎
20250730,24,11R,混戦,1,0.008,3-2-5,10480,-,×
20250730,24,12R,堅め,1,0.183,1-3-2,830,○,◎
20250731,04,1R,混戦,1,0.003,2-1-3,2560,-,○
20250731,04,2R,堅め,1,0.224,1-4-6,2420,○,◎
20250731,04,3R,混戦,1,0.046,4-6-1,20730,-,○
20250731,04,4R,混戦,1,0.051,1-3-2,1920,-,◎
20250731,04,5R,波乱,4,-0.208,2-1-4,1650,×,○
20250731,04,6R,堅め,1,0.171,6-1-3,34010,×,○
20250731,04,7R,混戦,1,-0.065,1-4-3,7880,-,◎
20250731,04,8R,波乱,4,-0.133,3-2-4,23470,○,○
20250731,04,9R,混戦,1,0.04,5-1-6,5340,-,○
20250731,04,10R,堅め,1,0.298,1-5-3,2900,○,◎
20250731,04,11R,堅め,1,0.214,1-4-2,6440,×,◎
20250731,04,12R,堅め,1,0.32,1-2-5,1450,○,◎
20250731,06,1R,堅め,1,0.12,1-3-4,2010,○,◎
20250731,06,2R,波乱,4,-0.047,1-2-4,2110,×,○
20250731,06,3R,混戦,1,0.046,1-5-6,1880,-,◎
20250731,06,4R,堅め,1,0.13,1-4-3,2440,○,◎
20250731,06,5R,波乱,4,-0.224,3-6-2,4210,×,×
20250731,06,6R,波乱,4,-0.082,1-6-4,880,×,○
20250731,06,7R,混戦,1,-0.001,5-3-6,3320,-,×
20250731,06,8R,混戦,1,0.021,1-3-5,1860,-,◎
20250731,06,9R,波乱,4,-0.211,1-2-5,4440,×,×
20250731,06,10R,堅め,1,0.189,2-3-1,3120,○,○
20250731,06,11R,混戦,1,0.057,3-1-2,6010,-,○
20250731,06,12R,堅め,1,0.173,1-3-4,1270,○,◎
20250731,07,1R,堅め,1,0.044,2-4-1,3860,○,○
20250731,07,2R,波乱,4,-0.102,1-4-3,1750,×,○
20250731,07,3R,堅め,1,0.16,1-2-3,630,○,◎
20250731,07,4R,混戦,1,-0.004,2-6-4,24920,-,×
20250731,07,5R,堅め,1,0.124,3-1-2,3020,○,○
20250731,07,6R,堅め,1,0.036,1-3-2,2390,○,◎
20250731,07,7R,堅め,1,0.333,1-3-4,520,○,◎
20250731,07,8R,堅め,1,0.124,1-3-5,3590,○,◎
20250731,07,9R,堅め,1,0.191,1-3-2,1030,○,◎
20250731,07,10R,波乱,4,-0.047,1-2-3,1540,×,×
20250731,07,11R,堅め,1,0.113,4-1-2,3360,○,○
20250731,07,12R,堅め,1,0.178,1-4-2,1980,○,◎
20250731,08,1R,堅め,1,0.176,1-3-4,1340,○,◎
20250731,08,2R,堅め,1,0.044,1-3-2,930,○,◎
20250731,08,3R,堅め,1,0.233,3-1-6,3570,○,○
20250731,08,4R,混戦,1,0.017,1-3-6,4480,-,◎
20250731,08,5R,混戦,1,0.019,1-2-5,1470,-,◎
20250731,08,6R,堅め,1,0.274,1-3-2,660,○,◎
20250731,08,7R,混戦,1,0.015,1-3-2,540,-,◎
20250731,08,8R,波乱,4,-0.113,1-3-5,1340,×,×
20250731,08,9R,波乱,4,-0.043,3-1-6,610,×,×
20250731,08,10R,堅め,1,0.176,1-5-2,1270,○,◎
20250731,08,11R,波乱,4,-0.037,1-4-2,440,×,○
20250731,08,12R,混戦,1,0.008,1-4-5,920,-,◎
20250731,09,1R,堅め,1,0.338,2-4-1,21450,×,○
20250731,09,2R,混戦,1,0.008,1-4-5,4240,-,◎
20250731,09,3R,波乱,4,-0.263,4-6-3,3430,×,◎
20250731,09,4R,混戦,1,0.014,1-4-3,6830,-,◎
20250731,09,5R,堅め,1,0.262,1-2-4,870,○,◎
20250731,09,6R,波乱,4,-0.147,1-2-3,2100,×,×
20250731,09,7R,堅め,1,0.062,1-5-3,1780,○,◎
20250731,09,8R,波乱,4,-0.124,6-4-2,46030,○,○
20250731,09,9R,堅め,1,0.113,5-1-3,19330,×,○
20250731,09,10R,波乱,4,-0.258,4-2-1,12400,○,◎
20250731,09,11R,波乱,4,-0.112,1-5-3,6040,○,×
20250731,09,12R,堅め,1,0.082,1-2-5,1580,○,◎
20250731,10,1R,混戦,1,0.024,2-1-3,2310,-,○
20250731,10,2R,波乱,4,-0.033,3-4-1,15170,○,○
20250731,10,3R,波乱,4,-0.036,3-1-6,5250,○,×
20250731,10,4R,混戦,1,-0.021,1-2-4,900,-,◎
20250731,10,5R,混戦,1,0.027,6-5-2,75660,-,×
20250731,10,6R,混戦,1,0.032,1-2-5,1110,-,◎
20250731,10,7R,混戦,1,0.025,1-2-4,1010,-,◎
20250731,10,8R,混戦,1,-0.02,2-5-1,24740,-,○
20250731,10,9R,混戦,1,0.018,4-1-5,17900,-,○
20250731,10,10R,波乱,4,-0.034,3-6-5,52620,○,×
20250731,10,11R,波乱,4,-0.096,1-5-4,3420,×,○
20250731,10,12R,波乱,4,-0.064,2-6-3,44850,○,×
20250731,11,1R,堅め,1,0.275,1-5-2,1910,○,◎
20250731,11,2R,波乱,4,-0.097,4-2-1,2880,×,◎
20250731,11,3R,混戦,1,0.107,1-5-3,9700,-,◎
20250731,11,4R,波乱,4,-0.23,2-4-5,14870,○,○
20250731,11,5R,堅め,1,0.134,1-3-5,1360,○,◎
20250731,11,6R,混戦,1,0.063,3-1-6,950,-,○
20250731,11,7R,波乱,4,-0.043,3-1-2,4360,×,×
20250731,11,8R,堅め,1,0.325,1-3-6,620,○,◎
20250731,11,9R,波乱,4,-0.139,1-4-6,560,×,○
20250731,11,10R,混戦,1,0.026,5-1-6,10180,-,○
20250731,11,11R,混戦,1,0.072,2-1-5,4480,-,○
20250731,11,12R,堅め,1,0.201,1-3-5,1750,○,◎
20250731,12,1R,混戦,1,0.02,5-4-3,25300,-,×
20250731,12,2R,混戦,1,-0.012,1-5-4,4480,-,◎
20250731,12,3R,混戦,1,-0.024,3-4-2,2750,-,×
20250731,12,4R,波乱,4,-0.09,1-6-4,7920,○,○
20250731,12,5R,堅め,1,0.262,1-6-4,1100,○,◎
20250731,12,6R,混戦,1,0.009,1-2-5,1300,-,◎
20250731,12,7R,混戦,1,-0.023,3-5-2,2750,-,×
20250731,12,8R,混戦,1,-0.004,1-2-6,1470,-,◎
20250731,12,9R,波乱,4,-0.049,1-2-3,1160,×,×
20250731,12,10R,混戦,1,0.114,1-5-2,2080,-,◎
20250731,12,11R,堅め,1,0.222,1-4-6,1990,○,◎
20250731,12,12R,混戦,1,0.031,1-4-5,2510,-,◎
20250731,13,1R,混戦,1,0.043,1-3-2,4060,-,◎
20250731,13,2R,混戦,1,-0.009,1-5-2,5780,-,◎
20250731,13,3R,混戦,1,-0.028,6-3-2,68710,-,×
20250731,13,4R,波乱,4,-0.333,2-4-3,3950,×,○
20250731,13,5R,混戦,1,0.046,1-3-4,900,-,◎
20250731,13,6R,堅め,1,0.079,1-5-2,49790,×,◎
20250731,13,7R,堅め,1,0.056,1-3-6,3150,○,◎
20250731,13,8R,堅め,1,0.106,3-1-2,1350,○,○
20250731,13,9R,堅め,1,0.153,3-1-5,2160,○,○
20250731,13,10R,堅め,1,0.101,3-5-2,13390,×,×
20250731,13,11R,堅め,1,0.104,1-3-5,700,○,◎
20250731,13,12R,波乱,4,-0.042,5-1-4,27210,○,○
20250731,14,1R,混戦,1,-0.002,1-3-2,590,-,◎
20250731,14,2R,波乱,4,-0.109,4-5-1,2680,×,◎
20250731,14,3R,波乱,4,-0.139,3-1-2,3010,×,×
20250731,14,4R,波乱,4,-0.09,4-5-3,36110,○,◎
20250731,14,5R,波乱,4,-0.143,1-5-3,2650,×,×
20250731,14,6R,混戦,1,-0.022,2-4-1,12500,-,○
20250731,14,7R,堅め,1,0.071,2-5-3,1220,○,×
20250731,14,8R,堅め,1,0.073,1-2-4,3340,○,◎
20250731,14,9R,堅め,1,0.04,3-1-2,1730,○,○
20250731,14,10R,波乱,4,-0.075,3-2-4,3520,×,○
20250731,14,11R,堅め,1,0.108,1-2-6,2210,○,◎
20250731,14,12R,混戦,1,0.001,1-3-4,560,-,◎
20250731,19,1R,混戦,1,-0.011,1-3-4,430,-,◎
20250731,19,2R,波乱,4,-0.08,1-2-3,710,×,×
20250731,19,3R,波乱,4,-0.098,1-2-6,3650,×,×
20250731,19,4R,波乱,4,-0.06,1-5-4,5940,○,○
20250731,19,5R,波乱,4,-0.219,2-6-4,29420,○,○
20250731,19,6R,堅め,1,0.272,4-5-1,3270,○,○
20250731,19,7R,堅め,1,0.167,1-3-6,620,○,◎
20250731,19,8R,堅め,1,0.187,1-5-3,1140,○,◎
20250731,19,9R,堅め,1,0.296,1-3-5,2250,○,◎
20250731,19,10R,堅め,1,0.36,1-4-6,4760,○,◎
20250731,19,11R,堅め,1,0.231,5-4-1,30720,×,○
20250731,19,12R,堅め,1,0.142,1-2-4,2270,○,◎
20250731,21,1R,堅め,1,0.285,1-3-4,980,○,◎
20250731,21,2R,波乱,4,-0.13,4-3-6,11020,○,◎
20250731,21,3R,堅め,1,0.156,1-2-3,1140,○,◎
20250731,21,5R,堅め,1,0.145,1-3-2,790,○,◎
20250731,21,6R,混戦,1,-0.012,2-5-1,3400,-,○
20250731,21,7R,波乱,4,-0.063,6-4-1,13850,○,○
20250731,21,8R,混戦,1,-0.021,2-3-5,900,-,×
20250731,21,9R,堅め,1,0.076,3-2-6,13560,×,×
20250731,21,10R,混戦,1,0.006,2-5-6,3540,-,×
20250731,21,11R,堅め,1,0.218,1-5-6,2580,○,◎
20250731,21,12R,堅め,1,0.174,1-4-6,6680,×,◎
20250731,24,1R,堅め,1,0.135,1-2-5,1660,○,◎
20250731,24,2R,混戦,1,0.021,3-2-5,1800,-,×
20250731,24,3R,波乱,4,-0.27,1-2-4,1010,×,○
20250731,24,4R,波乱,4,-0.036,4-5-1,2250,×,◎
20250731,24,5R,堅め,1,0.137,1-3-2,480,○,◎
20250731,24,6R,混戦,1,0.049,1-2-3,910,-,◎
20250731,24,7R,波乱,4,-0.067,2-3-1,3290,×,×
20250731,24,8R,波乱,4,-0.118,2-1-6,3850,×,×
20250731,24,9R,堅め,1,0.082,1-3-4,750,○,◎
20250731,24,10R,混戦,1,0.069,1-4-3,9690,-,◎
20250731,24,11R,混戦,1,0.06,1-5-2,1600,-,◎
20250731,24,12R,堅め,1,0.237,1-3-4,2900,○,◎
20250801,04,1R,混戦,1,0.083,4-1-5,1590,-,○
20250801,04,2R,堅め,1,0.144,1-4-2,1420,○,◎
20250801,04,3R,波乱,4,-0.302,2-4-3,1140,×,○
20250801,04,4R,混戦,1,0.044,2-6-3,2490,-,×
20250801,04,5R,混戦,1,-0.017,2-4-1,5540,-,○
20250801,04,6R,混戦,1,-0.021,1-2-4,3930,-,◎
20250801,04,7R,堅め,1,0.163,2-4-3,22310,×,×
20250801,04,8R,波乱,4,-0.19,1-5-4,2500,×,○
20250801,04,9R,堅め,1,0.14,2-1-3,5090,×,○
20250801,04,10R,混戦,1,0.088,6-3-4,63310,-,×
20250801,04,11R,混戦,1,0.077,2-6-1,13560,-,○
20250801,04,12R,堅め,1,0.266,5-6-3,10670,×,×
20250801,06,1R,波乱,4,-0.031,1-3-6,1410,×,×
20250801,06,2R,混戦,1,0.093,1-2-3,620,-,◎
20250801,06,3R,混戦,1,0.093,3-1-6,2320,-,○
20250801,06,4R,堅め,1,0.124,1-2-3,1030,○,◎
20250801,06,5R,堅め,1,0.195,1-4-2,2540,○,◎
20250801,06,6R,波乱,4,-0.137,4-5-6,1180,×,◎
20250801,06,7R,混戦,1,-0.006,3-4-6,3120,-,×
20250801,06,8R,波乱,4,-0.05,5-1-3,14890,○,×
20250801,06,9R,混戦,1,0.074,3-1-4,1830,-,○
20250801,06,10R,堅め,1,0.287,1-3-4,920,○,◎
20250801,06,11R,混戦,1,0.089,2-1-6,9520,-,○
20250801,06,12R,混戦,1,0.099,2-1-4,1790,-,○
20250801,07,1R,堅め,1,0.059,2-1-3,1150,○,○
20250801,07,2R,堅め,1,0.092,5-1-2,2220,○,○
20250801,07,3R,波乱,4,-0.081,4-5-1,56850,○,◎
20250801,07,4R,混戦,1,0.0,3-1-2,4010,-,○
20250801,07,5R,波乱,4,-0.185,4-1-5,4970,×,◎
20250801,07,6R,波乱,4,-0.137,1-2-4,570,×,○
20250801,07,7R,混戦,1,0.012,4-3-5,5400,-,×
20250801,07,8R,堅め,1,0.067,3-1-5,1540,○,○
20250801,07,9R,堅め,1,0.045,5-4-1,5990,×,○
20250801,07,10R,堅め,1,0.27,1-4-3,3270,○,◎
20250801,07,11R,混戦,1,0.022,2-4-1,18350,-,○
20250801,07,12R,波乱,4,-0.161,4-2-3,1390,×,◎
20250801,08,1R,堅め,1,0.253,1-2-6,2250,○,◎
20250801,08,2R,混戦,1,-0.004,5-1-3,2280,-,○
20250801,08,3R,波乱,4,-0.237,1-2-4,810,×,○
20250801,08,4R,堅め,1,0.132,5-2-1,4280,○,○
20250801,08,5R,波乱,4,-0.196,3-2-1,8450,○,×
20250801,08,6R,堅め,1,0.289,1-4-6,2430,○,◎
20250801,08,7R,混戦,1,0.03,1-3-2,1190,-,◎
20250801,08,8R,波乱,4,-0.23,4-2-1,2160,×,◎
20250801,08,9R,波乱,4,-0.09,1-6-4,9710,○,○
20250801,08,10R,堅め,1,0.087,1-3-2,670,○,◎
20250801,08,11R,堅め,1,0.138,1-2-4,580,○,◎
20250801,08,12R,堅め,1,0.064,1-3-4,860,○,◎
20250801,09,1R,堅め,1,0.286,1-2-3,490,○,◎
20250801,09,2R,波乱,4,-0.096,1-2-3,700,×,×
20250801,09,3R,堅め,1,0.092,1-2-3,1640,○,◎
20250801,09,4R,波乱,4,-0.086,1-3-5,1220,×,×
20250801,09,5R,堅め,1,0.143,3-1-4,25920,×,○
20250801,09,6R,堅め,1,0.093,2-6-3,134090,×,×
20250801,09,7R,堅め,1,0.055,2-1-4,3560,○,○
20250801,09,8R,堅め,1,0.19,5-1-4,8670,×,○
20250801,09,9R,堅め,1,0.3,1-2-6,2730,○,◎
20250801,09,10R,波乱,4,-0.169,1-2-4,1810,×,○
20250801,09,11R,波乱,4,-0.072,1-2-6,1460,×,×
20250801,09,12R,混戦,1,0.041,1-6-3,7610,-,◎
20250801,10,1R,混戦,1,0.04,1-3-4,2290,-,◎
20250801,10,2R,混戦,1,0.08,1-2-6,1990,-,◎
20250801,10,3R,波乱,4,-0.05,1-2-5,1470,×,×
20250801,10,4R,波乱,4,-0.056,5-1-4,16360,○,○
20250801,10,5R,混戦,1,0.121,1-4-2,1030,-,◎
20250801,10,6R,波乱,4,-0.05,1-3-4,2300,×,○
20250801,10,7R,混戦,1,-0.023,1-3-6,3370,-,◎
20250801,10,8R,混戦,1,0.063,1-2-3,790,-,◎
20250801,10,9R,混戦,1,-0.01,1-2-5,1820,-,◎
20250801,10,10R,混戦,1,0.012,1-3-5,1170,-,◎
20250801,10,11R,混戦,1,0.068,1-4-2,3330,-,◎
20250801,10,12R,混戦,1,0.096,1-6-2,5890,-,◎
20250801,11,1R,堅め,1,0.165,1-2-4,1250,○,◎
20250801,11,2R,波乱,4,-0.131,3-5-4,19460,○,○
20250801,11,3R,波乱,4,-0.11,4-6-5,1330,×,◎
20250801,11,4R,波乱,4,-0.118,2-4-6,6320,○,○
20250801,11,5R,混戦,1,0.052,1-3-6,2190,-,◎
20250801,11,6R,混戦,1,0.089,2-5-3,680,-,×
20250801,11,7R,波乱,4,-0.048,5-1-6,17290,○,×
20250801,11,8R,堅め,1,0.153,1-2-6,3310,○,◎
20250801,11,9R,波乱,4,-0.07,2-1-3,3910,×,×
20250801,11,10R,混戦,1,0.109,1-3-2,680,-,◎
20250801,11,11R,堅め,1,0.155,1-3-2,1090,○,◎
20250801,11,12R,堅め,1,0.188,1-2-6,1150,○,◎
20250801,12,1R,混戦,1,-0.002,1-5-2,3720,-,◎
20250801,12,2R,堅め,1,0.237,1-2-5,460,○,◎
20250801,12,3R,波乱,4,-0.134,2-3-4,1520,×,○
20250801,12,4R,波乱,4,-0.085,4-1-6,16700,○,◎
20250801,12,5R,混戦,1,0.139,5-2-1,62630,-,○
20250801,12,6R,波乱,4,-0.173,1-2-4,2340,×,○
20250801,12,7R,混戦,1,0.035,1-5-2,2530,-,◎
20250801,12,8R,波乱,4,-0.095,2-1-3,1790,×,×
20250801,12,9R,波乱,4,-0.274,5-3-2,28480,○,×
20250801,12,10R,混戦,1,-0.015,5-6-2,2060,-,×
20250801,12,11R,混戦,1,0.076,1-3-2,1200,-,◎
20250801,12,12R,波乱,4,-0.064,2-6-5,108300,○,×
20250801,13,1R,波乱,4,-0.033,1-3-4,740,×,○
20250801,13,2R,混戦,1,0.032,6-2-1,11080,-,○
20250801,13,3R,堅め,1,0.221,1-2-5,2190,○,◎
20250801,13,4R,波乱,4,-0.264,4-1-5,1140,×,◎
20250801,13,5R,堅め,1,0.056,1-4-2,1500,○,◎
20250801,13,6R,堅め,1,0.263,2-6-3,21890,×,×
20250801,13,7R,堅め,1,0.135,1-3-6,1870,○,◎
20250801,13,8R,混戦,1,0.009,1-6-4,6370,-,◎
20250801,13,9R,堅め,1,0.377,1-5-3,3740,○,◎
20250801,13,10R,堅め,1,0.202,2-3-5,680,○,×
20250801,13,11R,堅め,1,0.156,1-5-3,1230,○,◎
20250801,13,12R,堅め,1,0.108,3-2-1,8630,×,○
20250801,16,1R,堅め,1,0.215,1-6-4,2780,○,◎
20250801,16,2R,混戦,1,-0.055,4-1-2,2930,-,○
20250801,16,3R,堅め,1,0.124,6-2-1,5210,×,○
20250801,16,4R,波乱,4,-0.223,4-1-2,2350,×,◎
20250801,16,5R,混戦,1,-0.018,3-2-4,3920,-,×
20250801,16,6R,堅め,1,0.263,3-4-5,1220,○,×
20250801,16,7R,混戦,1,0.07,1-6-4,9840,-,◎
20250801,16,8R,波乱,4,-0.231,1-2-4,1450,×,○
20250801,16,9R,混戦,1,0.088,1-3-4,1170,-,◎
20250801,16,10R,混戦,1,0.03,2-4-5,11190,-,×
20250801,16,11R,混戦,1,0.02,3-1-5,7090,-,○
20250801,16,12R,混戦,1,-0.003,1-2-3,470,-,◎
20250801,18,1R,堅め,1,0.146,3-1-6,16330,×,○
20250801,18,2R,堅め,1,0.316,1-2-3,630,○,◎
20250801,18,3R,混戦,1,-0.017,1-5-6,9670,-,◎
20250801,18,4R,堅め,1,0.292,1-2-4,430,○,◎
20250801,18,5R,堅め,1,0.282,2-1-3,2390,○,○
20250801,18,6R,波乱,4,-0.081,1-4-2,8210,○,○
20250801,18,7R,波乱,4,-0.049,1-2-3,2350,×,×
20250801,18,8R,混戦,1,-0.017,1-2-3,760,-,◎
20250801,18,9R,波乱,4,-0.272,1-3-4,620,×,○
20250801,18,10R,波乱,4,-0.033,1-4-2,12590,○,○
20250801,18,11R,堅め,1,0.128,3-6-2,14660,×,×
20250801,18,12R,混戦,1,0.02,1-2-4,480,-,◎
20250801,20,1R,混戦,1,0.017,2-1-3,8180,-,○
20250801,20,2R,混戦,1,0.061,6-5-1,35810,-,○
20250801,20,3R,堅め,1,0.189,1-3-6,650,○,◎
20250801,20,4R,堅め,1,0.213,1-3-2,600,○,◎
20250801,20,5R,堅め,1,0.124,1-2-3,900,○,◎
20250801,20,6R,堅め,1,0.229,3-1-5,1630,○,○
20250801,20,7R,堅め,1,0.116,1-2-3,560,○,◎
20250801,20,8R,混戦,1,0.077,1-2-3,760,-,◎
20250801,20,9R,堅め,1,0.14,6-1-5,6500,×,○
20250801,20,10R,堅め,1,0.215,1-2-3,1480,○,◎
20250801,20,11R,混戦,1,0.063,1-6-5,8810,-,◎
20250801,20,12R,混戦,1,0.012,2-5-4,34000,-,×
20250801,21,1R,堅め,1,0.045,1-2-3,1100,○,◎
20250801,21,2R,波乱,4,-0.059,1-4-6,860,×,○
20250801,21,3R,堅め,1,0.155,1-5-3,1200,○,◎
20250801,21,4R,堅め,1,0.227,1-3-2,1010,○,◎
20250801,21,5R,堅め,1,0.255,1-4-3,9930,×,◎
20250801,21,6R,波乱,4,-0.107,3-1-2,1540,×,×
20250801,21,7R,堅め,1,0.043,2-3-4,6900,×,×
20250801,21,8R,波乱,4,-0.21,1-2-6,2830,×,×
20250801,21,9R,堅め,1,0.202,3-4-6,1020,○,×
20250801,21,10R,堅め,1,0.288,1-6-5,3170,○,◎
20250801,21,11R,混戦,1,0.009,1-3-2,580,-,◎
20250801,21,12R,堅め,1,0.165,1-5-3,1970,○,◎
20250801,22,1R,堅め,1,0.207,1-5-6,2570,○,◎
20250801,22,2R,混戦,1,0.021,1-3-5,1540,-,◎
20250801,22,3R,波乱,4,-0.06,3-1-2,3520,×,×
20250801,22,4R,波乱,4,-0.152,1-2-4,1320,×,○
